UID,BuildingID,DataYear,City,State,ZipCode,BuildingType,PrimaryPropertyUse,YearBuilt,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
5549,25457,2016,Seattle,WA,98109,NonResidential,Other - Entertainment/Public Assembly,1921,26300,134.5,141.1000061,263.5,267.6000061,3537841.5,3711173.0,0.0,1537923.0,1999918.0
5550,25461,2016,Seattle,WA,98109,NonResidential,Restaurant,1962,34072,193.3000031,205.6999969,366.39999389999997,388.39999389999997,6584966.5,7007726.0,0.0,2664187.0,3920779.0
5551,25462,2016,Seattle,WA,98109,NonResidential,Office,1949,23355,38.40000153,38.40000153,120.40000149999999,120.40000149999999,840549.375,840549.375,0.0,840549.0,0.0
5552,25464,2016,Seattle,WA,98109,NonResidential,Office,1965,30840,116.4000015,126.1999969,251.60000609999997,261.8999939,3542708.5,3840161.75,0.0,1884294.0,1658414.0
5553,25471,2016,Seattle,WA,98115,NonResidential,Other,1946,20332,19.29999924,21.20000076,42.29999924,45.29999924,392683.6875,431857.6875,0.0,213927.0,178757.0
5554,25474,2016,Seattle,WA,98115,Residential,Multifamily Housing,2003,30315,53.40000153,55.09999847,167.6999969,173.1999969,1128060.75,1164795.75,0.0,1128061.0,0.0
5555,25475,2016,Seattle,WA,98115,Residential,Multifamily Housing,2005,30918,42.59999847,44.29999924,133.8000031,139.1000061,844000.3125,877672.0,0.0,844000.0,0.0
5556,25479,2016,Seattle,WA,98105,Residential,Multifamily Housing,1978,20390,24.20000076,26.20000076,75.80000305,82.40000153,492421.9063,535164.3125,0.0,492422.0,0.0
5557,25490,2016,Seattle,WA,98115,Residential,Senior Care Community,1949,99941,64.90000153,68.30000305,124.8000031,130.8000031,5867616.0,6177398.5,0.0,2449909.0,3417706.0
5558,25491,2016,Seattle,WA,98115,Residential,Multifamily Housing,2005,46137,32.29999924,34.5,73.09999847,77.19999695,1093836.75,1168704.0,0.0,634333.0,459504.0
5559,25511,2016,Seattle,WA,98102,Residential,Multifamily Housing,1920,21672,65.40000153,75.09999847,92.19999695,102.9000015,1417728.25,1627352.25,0.0,244056.0,1173672.0
5560,25513,2016,Seattle,WA,98122,NonResidential,Worship Facility,1900,21850,14.5,16.5,23.10000038,26.0,317794.4063,359962.5938,0.0,82056.0,235738.0
5561,25514,2016,Seattle,WA,98112,Residential,Multifamily Housing,1969,146102,55.90000153,59.40000153,140.0,150.8000031,5235161.5,5558294.5,0.0,3641521.0,1593640.0
5562,25522,2016,Seattle,WA,98105,NonResidential,Multifamily Housing,1997,32282,55.0,59.29999924,128.1000061,135.5,1391714.25,1500695.375,0.0,851657.0,540057.0
5563,25524,2016,Seattle,WA,98103,Residential,Multifamily Housing,1987,36538,26.20000076,27.60000038,82.40000153,86.59999847,1015106.875,1066870.75,0.0,1015107.0,0.0
5564,25526,2016,Seattle,WA,98116,Residential,Multifamily Housing,1996,43222,19.20000076,19.89999962,60.29999924,62.29999924,829801.0,858099.125,0.0,829801.0,0.0
5565,25527,2016,Seattle,WA,98121,Residential,Multifamily Housing,1997,301229,29.79999924,30.39999962,83.69999695,85.59999847,8976533.0,9159694.0,0.0,7553875.0,1422658.0
5566,25528,2016,Seattle,WA,98104,NonResidential,Office,1983,307557,40.79999924,41.5,128.0,130.3999939,9512829.0,9691704.0,0.0,9512827.0,0.0
5567,25529,2016,Seattle,WA,98105,Residential,Multifamily Housing,1974,169565,54.40000153,58.90000153,148.5,161.6000061,7325166.0,7920189.0,0.0,5882266.0,1442899.0
5568,25530,2016,Seattle,WA,98118,Residential,Multifamily Housing,1964,20967,23.20000076,24.39999962,72.90000153,76.80000305,487015.4063,512581.5,0.0,487015.0,0.0
5569,25531,2016,Seattle,WA,98103,Residential,Multifamily Housing,1994,44188,30.10000038,31.89999962,69.69999695,72.30000305,1329696.75,1408459.875,0.0,804574.0,525123.0
5570,25537,2016,Seattle,WA,98109,NonResidential,Self-Storage Facility,1918,28309,15.19999981,17.60000038,33.59999847,36.5,430308.9063,498364.9063,0.0,238481.0,191828.0
5571,25540,2016,Seattle,WA,98104,NonResidential,Hotel,1914,45500,61.5,64.5,116.90000149999999,121.3000031,2799595.0,2934339.25,941139.6875,1069553.0,788902.0
5572,25541,2016,Seattle,WA,98104,NonResidential,Office,1900,38376,65.0,67.69999695,204.1000061,212.39999390000003,2058532.875,2142457.5,0.0,2058533.0,0.0
5573,25542,2016,Seattle,WA,98104,Residential,Multifamily Housing,1900,78779,23.89999962,25.10000038,58.20000076,61.29999924,1883132.0,1975213.625,0.0,1246031.0,637101.0
5574,25543,2016,Seattle,WA,98104,NonResidential,Office,1900,42804,50.29999924,52.0,105.1999969,110.6999969,1544501.75,1598032.0,0.0,769417.0,775085.0
5575,25546,2016,Seattle,WA,98104,NonResidential,Residence Hall/Dormitory,2005,57600,138.0,145.3999939,277.0,286.89999389999997,6983736.0,7355579.0,0.0,3197921.0,3785814.0
5576,25547,2016,Seattle,WA,98104,Residential,Multifamily Housing,1914,42534,69.59999847,72.30000305,138.5,141.3000031,1764409.5,1832173.0,0.0,793211.0,971199.0
5577,25548,2016,Seattle,WA,98104,NonResidential,Office,1900,33300,38.70000076,40.70000076,108.09999850000001,109.8000031,1287497.375,1355968.5,0.0,1075503.0,211994.0
5578,25554,2016,Seattle,WA,98104,NonResidential,Other,1900,22200,8.5,10.39999962,15.0,17.5,188745.7031,231847.0938,0.0,64453.0,124293.0
5579,25563,2016,Seattle,WA,98109,NonResidential,Non-Refrigerated Warehouse,1968,29498,130.3999939,136.0,372.2999878,378.10000610000003,3768900.5,3930355.5,0.0,3253683.0,515217.0
5580,25567,2016,Seattle,WA,98103,NonResidential,Non-Refrigerated Warehouse,1938,23050,20.20000076,21.10000038,63.59999847,66.30000305,466672.6875,486485.3125,0.0,466673.0,0.0
5581,25568,2016,Seattle,WA,98103,NonResidential,Small- and Mid-Sized Office,2008,48350,72.19999695,74.69999695,226.60000609999997,234.60000609999997,3168131.0,3280955.5,0.0,3168131.0,0.0
5582,25572,2016,Seattle,WA,98105,NonResidential,Retail Store,1930,46059,34.40000153,36.0,98.59999847,100.1999969,1582655.875,1656820.0,0.0,1374074.0,208582.0
5583,25574,2016,Seattle,WA,98105,Residential,Multifamily Housing,1986,32331,26.0,27.29999924,81.59999847,85.80000305,602148.0,633035.3125,0.0,602148.0,0.0
5584,25576,2016,Seattle,WA,98105,Residential,Multifamily Housing,1988,40152,24.79999924,24.79999924,77.80000305,77.80000305,522880.0938,522880.0938,0.0,522880.0,0.0
5585,25577,2016,Seattle,WA,98105,Residential,Multifamily Housing,1986,42189,30.5,30.5,95.59999847,95.59999847,967082.0,967082.0,0.0,967082.0,0.0
5586,25578,2016,Seattle,WA,98105,Residential,Multifamily Housing,1985,84385,20.79999924,21.79999924,65.5,68.5,1759374.25,1841724.125,0.0,1759374.0,0.0
5587,25579,2016,Seattle,WA,98105,Residential,Multifamily Housing,1985,30964,23.89999962,25.0,75.19999695,78.5,574575.375,600129.3125,0.0,574575.0,0.0
5588,25580,2016,Seattle,WA,98105,Residential,Multifamily Housing,1983,40090,26.79999924,29.0,84.19999695,91.09999847,921597.875,997543.625,0.0,921598.0,0.0
5589,25582,2016,Seattle,WA,98105,Residential,Multifamily Housing,1987,31034,30.0,31.29999924,94.09999847,98.19999695,664357.375,693710.3125,0.0,664357.0,0.0
5590,25599,2016,Seattle,WA,98105,Residential,Multifamily Housing,2000,29351,24.20000076,25.29999924,76.0,79.40000153,709979.6875,742250.375,0.0,709980.0,0.0
5591,25603,2016,Seattle,WA,98121,Residential,Multifamily Housing,2006,131500,39.0,40.90000153,92.59999847,96.19999695,4423958.0,4639718.0,0.0,2797717.0,1626241.0
5592,25604,2016,Seattle,WA,98119,Residential,Multifamily Housing,1963,29520,67.69999695,75.5,104.5,113.59999850000001,1665662.5,1857117.125,0.0,393347.0,1272315.0
5593,25605,2016,Seattle,WA,98103,Residential,Multifamily Housing,2008,36600,31.29999924,32.59999847,73.80000305,76.80000305,956958.875,997020.5,0.0,599777.0,357182.0
5594,25619,2016,Seattle,WA,98122,Residential,Multifamily Housing,1988,54224,38.79999924,40.0,121.8000031,125.6999969,1325597.625,1367442.75,0.0,1325598.0,0.0
5595,25620,2016,Seattle,WA,98122,Residential,Multifamily Housing,1914,20928,44.90000153,49.59999847,71.59999847,76.5,939413.625,1037553.125,0.0,245196.0,694218.0
5596,25624,2016,Seattle,WA,98109,Residential,Multifamily Housing,1990,24538,23.60000038,24.39999962,74.09999847,76.69999695,489557.0938,506826.5,0.0,489557.0,0.0
5597,25632,2016,Seattle,WA,98115,Residential,Multifamily Housing,1999,71510,46.79999924,49.90000153,98.19999695,103.5999985,2043592.625,2181209.75,0.0,1026314.0,1017279.0
5598,25634,2016,Seattle,WA,98115,Residential,Multifamily Housing,1992,30169,16.0,16.70000076,50.29999924,52.5,392481.4063,409721.3125,0.0,392481.0,0.0
5599,25635,2016,Seattle,WA,98115,NonResidential,Medical Office,1970,23595,34.59999847,34.90000153,107.1999969,107.5,817409.625,823716.875,0.0,799401.0,18009.0
5600,25639,2016,Seattle,WA,98103,Residential,Multifamily Housing,2000,98486,32.20000076,33.09999847,101.0,103.8000031,2280976.5,2344234.25,0.0,2280976.0,0.0
5601,25641,2016,Seattle,WA,98103,Residential,Multifamily Housing,2008,52626,26.60000038,27.70000076,83.59999847,86.90000153,1084474.875,1127248.375,0.0,1084475.0,0.0
5602,25643,2016,Seattle,WA,98144,Residential,Multifamily Housing,2000,70161,73.0,76.5,172.3999939,180.3000031,5669431.0,5944889.5,0.0,3557953.0,2111478.0
5603,25652,2016,Seattle,WA,98146,Residential,Multifamily Housing,1967,115819,70.0,74.59999847,175.6999969,189.8999939,3586479.25,3819444.75,0.0,2501282.0,1085197.0
5604,25655,2016,Seattle,WA,98104,Residential,Multifamily Housing,1905,50120,30.79999924,33.0,96.90000153,103.5,1234813.25,1318966.375,0.0,1234813.0,0.0
5605,25657,2016,Seattle,WA,98104,NonResidential,Office,1900,28142,30.10000038,32.40000153,64.19999695,66.19999695,847097.8125,911154.125,340615.5938,414101.0,92381.0
5606,25658,2016,Seattle,WA,98104,NonResidential,Office,1900,28760,107.5,112.0,165.1999969,170.6000061,2615973.5,2726126.75,500752.8125,572200.0,1543021.0
5607,25659,2016,Seattle,WA,98104,NonResidential,Office,1902,39030,18.39999962,20.0,47.70000076,49.29999924,713326.875,773324.6875,0.0,524342.0,188985.0
5608,25661,2016,Seattle,WA,98104,NonResidential,Office,1909,47215,45.5,46.40000153,131.6000061,135.1000061,2092696.0,2136896.0,0.0,1597575.0,991813.0
5609,25663,2016,Seattle,WA,98122,Specialty,Other,1926,61580,115.8000031,123.8000031,313.2000122,332.39999389999997,4199443.0,4489734.5,0.0,3327045.0,872398.0
5610,25664,2016,Seattle,WA,98122,NonResidential,Office,1917,30720,41.90000153,44.29999924,107.3000031,109.8000031,1288669.5,1361277.25,0.0,930084.0,358585.0
5611,25666,2016,Seattle,WA,98122,NonResidential,Retail Store,1916,20640,19.29999924,19.29999924,60.5,60.5,412562.4063,412562.4063,0.0,412562.0,0.0
5612,25667,2016,Seattle,WA,98122,NonResidential,Retail Store,1912,34914,42.40000153,41.79999924,133.1000061,131.1999969,1333289.625,1314474.5,0.0,1333290.0,0.0
5613,25670,2016,Seattle,WA,98122,NonResidential,Office,1906,20897,56.59999847,60.5,148.1999969,152.3000031,964923.8125,1031474.188,0.0,725243.0,239681.0
5614,25671,2016,Seattle,WA,98122,NonResidential,Retail Store,1916,36940,9.100000381000001,9.100000381000001,28.60000038,28.60000038,336745.4063,336745.4063,0.0,336745.0,0.0
5615,25672,2016,Seattle,WA,98122,NonResidential,Office,1913,22866,50.5,53.09999847,133.1999969,135.8000031,1153690.125,1213909.875,0.0,877955.0,275735.0
5616,25673,2016,Seattle,WA,98122,NonResidential,Retail Store,1920,30240,38.40000153,40.0,107.6999969,108.3000031,1264626.875,1316900.75,0.0,1061362.0,203265.0
5617,25679,2016,Seattle,WA,98122,Residential,Multifamily Housing,1925,36148,75.0,83.90000153,105.09999850000001,114.40000149999999,2214604.25,2476987.5,0.0,371139.0,1843465.0
5618,25682,2016,Seattle,WA,98105,Residential,Multifamily Housing,1990,24153,25.20000076,26.10000038,79.0,81.80000305,416566.1875,431453.1875,0.0,416566.0,0.0
5619,25693,2016,Seattle,WA,98105,Residential,Multifamily Housing,1986,47332,31.20000076,32.90000153,98.09999847,103.1999969,1056269.125,1111459.625,0.0,1056269.0,0.0
5620,25694,2016,Seattle,WA,98105,NonResidential,Other,1962,28586,187.8999939,187.8999939,590.0999756,590.0999756,5078204.0,5078204.0,0.0,5078203.0,0.0
5621,25696,2016,Seattle,WA,98105,Residential,Multifamily Housing,1986,46689,25.5,26.79999924,80.19999695,84.09999847,934621.1875,979535.125,0.0,934621.0,0.0
5622,25708,2016,Seattle,WA,98104,Residential,Multifamily Housing,1909,33887,69.40000153,73.19999695,130.6999969,134.6999969,2473814.25,2606933.0,0.0,986345.0,1487469.0
5623,25709,2016,Seattle,WA,98104,NonResidential,Hotel,1908,28800,161.3000031,161.3000031,257.7000122,257.7000122,4644346.0,4644346.0,0.0,1218294.0,3426052.0
5624,25710,2016,Seattle,WA,98104,Residential,Multifamily Housing,1907,25600,51.70000076,54.90000153,74.30000305,78.09999847,1324534.625,1406424.75,0.0,244286.0,1080249.0
5625,25711,2016,Seattle,WA,98104,NonResidential,Restaurant,1913,28800,31.20000076,32.5,62.0,62.79999924,899924.1875,935833.1875,0.0,402907.0,497017.0
5626,25713,2016,Seattle,WA,98104,NonResidential,Office,1979,35202,108.0999985,108.0999985,339.5,339.5,3605755.5,3605755.5,0.0,3605755.0,0.0
5627,25716,2016,Seattle,WA,98104,Residential,Multifamily Housing,1963,23150,32.5,34.20000076,93.09999847,98.09999847,588492.5,618836.6875,0.0,510368.0,78124.0
5628,25721,2016,Seattle,WA,98122,Residential,Multifamily Housing,1960,37151,27.29999924,28.10000038,63.29999924,65.80000305,1013823.0,1042941.5,0.0,615725.0,398098.0
5629,25723,2016,Seattle,WA,98122,Residential,Multifamily Housing,2013,130284,78.0,78.5,154.3000031,155.8999939,7042343.0,7086472.5,0.0,3131205.0,3911137.0
5630,25724,2016,Seattle,WA,98122,Residential,Multifamily Housing,2012,24962,35.70000076,37.09999847,112.0,116.59999850000001,636744.375,663047.5,0.0,636744.0,0.0
5631,25725,2016,Seattle,WA,98122,Residential,Multifamily Housing,1997,73830,31.70000076,33.20000076,95.0,99.19999695,1869730.5,1956928.25,0.0,1739495.0,130235.0
5632,25726,2016,Seattle,WA,98122,Residential,Multifamily Housing,1994,77577,41.09999847,42.79999924,97.5,101.4000015,2080866.75,2166387.0,0.0,1318054.0,762813.0
5633,25737,2016,Seattle,WA,98101,NonResidential,Senior Care Community,1969,95117,104.3000031,107.6999969,239.89999390000003,246.8000031,7202141.5,7437745.0,0.0,4307003.0,2895138.0
5634,25742,2016,Seattle,WA,98122,Residential,Multifamily Housing,1926,54572,48.79999924,55.20000076,69.0,76.0,2664475.5,3010126.5,0.0,463981.0,2200495.0
5635,25743,2016,Seattle,WA,98122,NonResidential,Worship Facility,1910,24600,13.5,14.10000038,36.09999847,38.0,331059.5,347690.5938,0.0,258312.0,72748.0
5636,25744,2016,Seattle,WA,98109,Residential,Multifamily Housing,1990,20378,31.70000076,33.59999847,86.5,90.69999695,645028.0,685567.125,0.0,519468.0,125560.0
5637,25745,2016,Seattle,WA,98104,NonResidential,Worship Facility,1900,48850,28.89999962,34.29999924,47.40000153,53.79999924,1063480.5,1259282.25,815676.125,239923.0,7881.0
5638,25747,2016,Seattle,WA,98122,Residential,Multifamily Housing,2001,104452,44.70000076,45.0,115.59999850000001,116.5,2531070.25,2548435.5,0.0,1859780.0,671290.0
5639,25751,2016,Seattle,WA,98103,Residential,Multifamily Housing,1989,21880,34.40000153,36.40000153,108.0,114.1999969,635698.6875,671818.125,0.0,635699.0,0.0
5640,25754,2016,Seattle,WA,98126,Residential,Multifamily Housing,1989,84415,26.70000076,27.89999962,83.90000153,87.5,1688612.5,1761329.25,0.0,1688612.0,0.0
5641,25757,2016,Seattle,WA,98126,Residential,Multifamily Housing,1988,21581,17.79999924,19.0,55.79999924,59.70000076,383524.0,410574.9063,0.0,383524.0,0.0
5642,25758,2016,Seattle,WA,98119,Residential,Multifamily Housing,1920,57212,34.09999847,37.09999847,107.09999850000001,116.5,1614673.625,1757296.375,0.0,1614673.0,0.0
5643,25761,2016,Seattle,WA,98106,Residential,Multifamily Housing,1990,131307,47.29999924,51.20000076,143.0,155.5,6206083.5,6725040.5,0.0,5868976.0,337107.0
5644,25770,2016,Seattle,WA,98116,Residential,Multifamily Housing,1966,39757,26.0,28.10000038,81.69999695,88.40000153,938833.625,1015186.0,0.0,938834.0,0.0
5645,25772,2016,Seattle,WA,98116,NonResidential,Hospital (General Medical & Surgical),1961,54863,18.60000038,18.79999924,58.29999924,59.09999847,2037720.625,2066851.25,0.0,2037720.0,0.0
5646,25784,2016,Seattle,WA,98122,Residential,Multifamily Housing,1910,27328,51.79999924,57.70000076,72.30000305,78.5,1416488.75,1577501.25,0.0,233383.0,1183106.0
5647,25789,2016,Seattle,WA,98102,Residential,Multifamily Housing,1958,23200,28.79999924,30.10000038,88.80000305,92.90000153,669117.0,699329.5,0.0,649556.0,19561.0
5648,25791,2016,Seattle,WA,98122,Residential,Multifamily Housing,1907,20457,70.69999695,77.40000153,97.59999847,104.5999985,1534068.25,1679145.75,0.0,242504.0,1291564.0
5649,25798,2016,Seattle,WA,98102,Residential,Multifamily Housing,1924,38160,64.30000305,72.09999847,104.1999969,112.40000149999999,2453333.0,2752838.5,0.0,669202.0,1784131.0
5650,25819,2016,Seattle,WA,98104,Residential,Multifamily Housing,2006,46951,28.5,29.5,89.40000153,92.69999695,1038045.313,1077027.75,0.0,1038045.0,0.0
5651,25822,2016,Seattle,WA,98104,Residential,Multifamily Housing,1916,30210,36.5,38.0,70.59999847,74.0,1104074.625,1146675.75,0.0,465194.0,638880.0
5652,25839,2016,Seattle,WA,98108,NonResidential,Non-Refrigerated Warehouse,1964,25000,79.59999847,81.80000305,155.6000061,157.8999939,1989103.875,2044286.625,0.0,861621.0,1127483.0
5653,25842,2016,Seattle,WA,98134,NonResidential,Non-Refrigerated Warehouse,1960,25000,11.5,13.69999981,24.10000038,26.10000038,287132.5,342696.3125,0.0,143797.0,143335.0
5654,25844,2016,Seattle,WA,98108,NonResidential,Manufacturing/Industrial Plant,1927,22622,33.70000076,37.90000153,64.0,69.0,774075.6875,872014.3125,0.0,315436.0,458640.0
5655,25847,2016,Seattle,WA,98122,NonResidential,Office,1917,27544,46.09999847,48.79999924,124.09999850000001,127.0,1031667.5,1092060.75,0.0,810115.0,221553.0
5656,25849,2016,Seattle,WA,98122,Residential,Multifamily Housing,1910,21264,61.5,66.69999695,93.59999847,99.80000305,1334125.125,1447991.375,0.0,301085.0,1033040.0
5657,25850,2016,Seattle,WA,98122,Residential,Multifamily Housing,1992,63102,34.70000076,35.90000153,109.09999850000001,112.90000149999999,1487769.5,1539714.25,0.0,1487770.0,0.0
5658,25851,2016,Seattle,WA,98122,Residential,Multifamily Housing,1925,26694,75.5,87.59999847,110.90000149999999,123.6999969,2195160.0,2547860.0,0.0,440081.0,1755079.0
5659,25852,2016,Seattle,WA,98116,Residential,Multifamily Housing,2000,26442,29.0,31.39999962,59.70000076,62.79999924,767323.3125,831167.0,0.0,370047.0,397276.0
5660,25853,2016,Seattle,WA,98104,Residential,Multifamily Housing,1929,66924,73.5,82.0,104.4000015,113.3000031,4916451.5,5487455.5,0.0,872505.0,4043946.0
5661,25854,2016,Seattle,WA,98116,Residential,Multifamily Housing,2008,24396,39.29999924,40.5,88.40000153,90.90000153,684234.875,705639.5,0.0,393106.0,291129.0
5662,25856,2016,Seattle,WA,98144,Residential,Multifamily Housing,2000,49310,40.29999924,41.59999847,92.09999847,95.19999695,1831722.875,1891350.75,0.0,1084081.0,747642.0
5663,25857,2016,Seattle,WA,98116,Residential,Multifamily Housing,2002,25200,31.70000076,33.40000153,76.59999847,79.30000305,839011.3125,882154.0,0.0,547307.0,291704.0
5664,25866,2016,Seattle,WA,98109,Residential,Multifamily Housing,1967,26294,22.0,23.10000038,68.90000153,72.69999695,577347.625,608479.6875,0.0,577348.0,0.0
5665,25875,2016,Seattle,WA,98119,Residential,Multifamily Housing,2005,36192,27.29999924,29.0,75.09999847,78.30000305,987288.8125,1049625.25,0.0,804076.0,183213.0
5666,25876,2016,Seattle,WA,98121,Residential,Multifamily Housing,1911,31008,72.5,76.40000153,184.3999939,188.5,2249130.0,2367577.5,0.0,1606506.0,642624.0
5667,25882,2016,Seattle,WA,98115,Residential,Multifamily Housing,1979,53088,26.29999924,28.79999924,82.5,90.5,1395581.625,1529598.25,0.0,1395581.0,0.0
5668,25883,2016,Seattle,WA,98116,Residential,Multifamily Housing,1989,20407,29.89999962,31.20000076,93.80000305,97.90000153,507625.5,530123.625,0.0,507625.0,0.0
5669,25886,2016,Seattle,WA,98121,NonResidential,Office,1989,47415,43.40000153,45.59999847,136.3999939,143.1999969,1478979.25,1552850.625,0.0,1478979.0,0.0
5670,25895,2016,Seattle,WA,98126,Residential,Multifamily Housing,1991,21294,28.20000076,29.5,88.5,92.80000305,600368.0,629184.6875,0.0,600368.0,0.0
5671,25897,2016,Seattle,WA,98126,Residential,Multifamily Housing,1991,30796,31.5,33.09999847,98.80000305,104.0,669787.8125,704953.6875,0.0,669788.0,0.0
5672,25898,2016,Seattle,WA,98122,Residential,Multifamily Housing,1989,43441,17.79999924,18.70000076,56.0,58.59999847,775007.6875,810419.0,0.0,775007.0,0.0
5673,25901,2016,Seattle,WA,98126,Residential,Multifamily Housing,1999,80083,26.70000076,27.70000076,83.69999695,86.90000153,1513700.625,1571577.25,0.0,1513700.0,0.0
5674,25902,2016,Seattle,WA,98126,Residential,Multifamily Housing,2009,47321,36.29999924,37.5,114.09999850000001,117.8000031,1719772.75,1776022.0,0.0,1719773.0,0.0
5675,25907,2016,Seattle,WA,98109,NonResidential,Other - Entertainment/Public Assembly,1961,22960,98.69999695,106.5999985,153.0,162.1999969,2266983.0,2447325.5,0.0,542327.0,1724655.0
5676,25910,2016,Seattle,WA,98109,Residential,Multifamily Housing,1966,61107,24.60000038,26.29999924,77.19999695,82.5,1479728.75,1581429.25,0.0,1479728.0,0.0
5677,25914,2016,Seattle,WA,98112,NonResidential,Supermarket/Grocery Store,1998,44739,326.0,335.3999939,728.7000122000001,738.5999756,14585813.0,15006878.0,0.0,8270312.0,6315500.0
5678,25918,2016,Seattle,WA,98112,Residential,Multifamily Housing,1984,42720,32.59999847,34.79999924,102.3000031,109.3000031,1391916.0,1487670.75,0.0,1391916.0,0.0
5679,25922,2016,Seattle,WA,98102,Residential,Multifamily Housing,1909,21892,21.79999924,22.20000076,41.29999924,41.59999847,477284.0938,485237.0938,0.0,192465.0,284819.0
5680,25931,2016,Seattle,WA,98109,Residential,Multifamily Housing,1992,80705,20.89999962,20.89999962,59.40000153,59.40000153,1686765.875,1686765.875,0.0,1444438.0,242328.0
5681,25932,2016,Seattle,WA,98105,NonResidential,Retail Store,1948,22778,56.5,61.20000076,70.0,74.59999847,2470566.0,2675057.75,0.0,224359.0,2246207.0
5682,25935,2016,Seattle,WA,98117,NonResidential,Worship Facility,1956,21562,40.40000153,46.59999847,60.90000153,68.30000305,866806.0,1000251.875,0.0,189790.0,677016.0
5683,25945,2016,Seattle,WA,98102,Residential,Multifamily Housing,1960,31570,33.79999924,34.5,92.5,97.40000153,1066775.25,1090074.375,0.0,861877.0,204898.0
5684,25954,2016,Seattle,WA,98122,NonResidential,Other - Entertainment/Public Assembly,1959,25753,53.5,62.59999847,75.0,85.30000305,1378130.25,1612521.0,0.0,231543.0,1146587.0
5685,25955,2016,Seattle,WA,98112,NonResidential,Other - Recreation,1928,71280,319.3999939,325.5,556.0999756,557.2999877999999,22767828.0,23204450.0,0.0,7528486.0,15239341.0
5686,25956,2016,Seattle,WA,98112,Specialty,K-12 School,1925,38297,48.20000076,55.59999847,84.69999695,93.80000305,1845150.625,2127889.25,0.0,624583.0,1220568.0
5687,25965,2016,Seattle,WA,98112,NonResidential,Senior Care Community,1963,153312,93.0,99.59999847,159.6000061,167.0,20628680.0,22092840.0,0.0,6566843.0,14061838.0
5688,25967,2016,Seattle,WA,98112,Residential,Multifamily Housing,1988,36702,24.70000076,26.39999962,77.69999695,82.90000153,680062.5,726299.1875,0.0,680062.0,0.0
5689,25973,2016,Seattle,WA,98112,Residential,Multifamily Housing,1922,46613,62.0,66.80000305,136.1000061,149.3000031,2148565.0,2315267.5,0.0,1175756.0,972809.0
5690,25975,2016,Seattle,WA,98116,Residential,Multifamily Housing,1962,22982,26.39999962,26.39999962,83.0,83.0,607579.6875,607579.6875,0.0,607580.0,0.0
5691,25976,2016,Seattle,WA,98116,Residential,Multifamily Housing,1958,25016,22.29999924,23.70000076,69.90000153,74.5,557082.1875,593894.125,0.0,557082.0,0.0
5692,25978,2016,Seattle,WA,98116,Residential,Multifamily Housing,1989,26896,24.0,25.0,75.30000305,78.5,645055.5,672545.3125,0.0,645055.0,0.0
5693,25992,2016,Seattle,WA,98121,NonResidential,Office,2009,1206670,54.59999847,55.0,153.3999939,152.3999939,27684480.0,27917688.0,0.0,23343425.0,4341053.0
5694,25994,2016,Seattle,WA,98112,Residential,Multifamily Housing,1929,22234,66.69999695,74.69999695,91.90000153,100.6999969,1117658.75,1250847.0,0.0,175433.0,942226.0
5695,25995,2016,Seattle,WA,98119,Residential,Multifamily Housing,2009,62190,44.0,45.90000153,102.0,105.09999850000001,2520310.0,2632706.5,0.0,1530615.0,989695.0
5696,25996,2016,Seattle,WA,98119,Residential,Multifamily Housing,1979,26472,20.5,22.70000076,64.30000305,71.19999695,541950.875,599879.125,0.0,541951.0,0.0
5697,25997,2016,Seattle,WA,98109,Residential,Multifamily Housing,1993,92342,45.0,46.5,112.3000031,113.90000149999999,4155007.75,4289952.5,0.0,2875528.0,1279479.0
5698,26002,2016,Seattle,WA,98118,NonResidential,Worship Facility,1968,24200,34.20000076,37.20000076,76.09999847,79.40000153,826488.6875,900697.125,0.0,466335.0,360154.0
5699,26004,2016,Seattle,WA,98122,Residential,Multifamily Housing,1998,33274,41.0,42.5,94.80000305,98.5,1113457.75,1155989.75,0.0,674069.0,439389.0
5700,26007,2016,Seattle,WA,98107,Residential,Multifamily Housing,1948,31457,58.90000153,64.40000153,87.5,93.19999695,1241410.5,1356273.625,0.0,258238.0,983173.0
5701,26008,2016,Seattle,WA,98122,Residential,Multifamily Housing,1917,26246,72.09999847,81.59999847,94.80000305,104.8000031,1893293.125,2141038.75,0.0,239864.0,1653429.0
5702,26013,2016,Seattle,WA,98109,Residential,Multifamily Housing,1961,32615,18.70000076,20.10000038,58.59999847,63.09999847,548201.5,590186.8125,0.0,548201.0,0.0
5703,26017,2016,Seattle,WA,98109,NonResidential,Residence Hall/Dormitory,1981,23513,81.69999695,83.5,176.5,182.0,1740568.25,1778251.875,0.0,924449.0,816119.0
5704,26019,2016,Seattle,WA,98126,Residential,Multifamily Housing,2002,25800,24.0,25.39999962,75.30000305,79.80000305,618670.875,655424.125,0.0,618671.0,0.0
5705,26023,2016,Seattle,WA,98103,Residential,Multifamily Housing,1998,82514,25.5,26.89999962,64.59999847,67.09999847,2105912.75,2218743.0,0.0,1493594.0,612318.0
