UID,BuildingID,DataYear,City,State,ZipCode,BuildingType,PrimaryPropertyUse,YearBuilt,PropertyGFATotal,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ChilledWaterUse(kBtu),OtherFuelUse(kBtu)
4253,172253,2016,Chicago,IL,60624,Residential,Residential Care Facility,1993,51288.0,152.3,158.3,280.3,279.7,0.0,2954103.1,4857100.5,0.0,0.0
4254,157988,2016,Chicago,IL,60604,NonResidential,Hotel,1926,311794.0,244.5,249.5,342.7,348.1,0.0,13093901.4,51810842.3,11326104.1,0.0
4255,137212,2016,Chicago,IL,60605,Residential,Multifamily Housing,1920,103020.0,50.4,54.5,88.8,92.5,0.0,1768401.7,3427176.6,0.0,0.0
4256,175987,2016,Chicago,IL,60643,NonResidential,Retail Store,2008,128837.0,72.7,75.2,186.9,188.2,0.0,6819735.0,2540600.2,0.0,0.0
4257,251586,2016,Chicago,IL,60622,Specialty,K-12 School,1900,92173.0,84.2,95.4,125.6,138.5,0.0,1641072.4,6120987.9,0.0,0.0
4258,251767,2016,Chicago,IL,60642,Residential,Multifamily Housing,1999,101320.0,53.7,55.0,99.3,97.5,0.0,2081673.1,3359428.8,0.0,0.0
4259,159424,2016,Chicago,IL,60616,Residential,Multifamily Housing,1960,289267.0,128.8,141.9,172.2,186.0,0.0,5121272.1,32123033.8,0.0,0.0
4260,165717,2016,Chicago,IL,60610,Specialty,College/University,1990,77807.0,65.8,69.3,151.8,155.4,0.0,3076182.1,2045881.8,0.0,0.0
4261,251315,2016,Chicago,IL,60614,NonResidential,Supermarket/Grocery Store,2013,85209.0,225.1,232.6,559.1,563.2,0.0,13159725.7,6019200.1,0.0,0.0
4262,100001,2016,Chicago,IL,60622,NonResidential,Hospital (General Medical & Surgical),1928,309056.0,190.4,194.6,344.6,345.9,0.0,21387596.6,37456864.9,0.0,0.0
4263,244340,2016,Chicago,IL,60645,Residential,Multifamily Housing,1972,288000.0,114.3,113.7,165.4,163.9,0.0,6250210.8,26680223.3,0.0,0.0
4264,135716,2016,Chicago,IL,60654,Specialty,Other,1925,55000.0,49.1,49.8,144.6,145.3,0.0,2448365.9,250383.0,0.0,0.0
4265,250100,2016,Chicago,IL,60644,Residential,Multifamily Housing,1976,106272.0,88.7,92.5,149.7,152.4,0.0,2877100.8,6551872.8,0.0,0.0
4266,243920,2016,Chicago,IL,60610,Residential,Multifamily Housing,1970,758456.0,92.4,96.5,167.8,169.5,0.0,25695308.0,44391992.6,0.0,0.0
4267,245071,2016,Chicago,IL,60610,Residential,Multifamily Housing,1961,376600.0,82.5,89.0,129.7,133.7,0.0,7765486.8,23312141.8,0.0,0.0
4268,102532,2016,Chicago,IL,60617,NonResidential,Hospital (General Medical & Surgical),1960,367669.0,249.2,260.2,454.9,466.5,0.0,33997011.0,57630025.3,0.0,0.0
4269,101797,2016,Chicago,IL,60601,NonResidential,Office,1979,1015129.0,61.0,61.8,191.2,193.7,0.0,61753037.4,182215.4,0.0,0.0
4270,109326,2016,Chicago,IL,60630,Residential,Multifamily Housing,1970,50000.0,56.2,61.3,61.3,66.8,0.0,56831.3,2750736.6,0.0,0.0
4271,159659,2016,Chicago,IL,60657,Residential,Multifamily Housing,1958,236406.0,94.6,102.8,138.1,146.7,0.0,4388743.0,17975828.4,0.0,0.0
4272,158304,2016,Chicago,IL,60611,NonResidential,Hotel,2001,425940.0,171.7,171.7,312.7,312.7,0.0,26971280.0,46181600.0,0.0,0.0
4273,239078,2016,Chicago,IL,60605,Residential,Multifamily Housing,2000,250000.0,56.4,59.3,129.1,134.3,0.0,8361157.2,5739136.2,0.0,0.0
4274,251707,2016,Chicago,IL,60623,Specialty,K-12 School,1916,151436.0,22.4,22.4,70.4,70.4,0.0,3396430.0,0.0,0.0,0.0
4275,172611,2016,Chicago,IL,60622,NonResidential,Mixed Use Property,1924,159105.0,47.2,53.2,68.6,74.8,0.0,1453160.6,6055557.7,0.0,0.0
4276,251313,2016,Chicago,IL,60641,NonResidential,Mixed Use Property,1942,64860.0,91.4,98.4,113.2,120.5,0.0,532265.2,5399144.1,0.0,0.0
4277,167562,2016,Chicago,IL,60614,Specialty,K-12 School,1901,341821.0,64.1,72.2,104.7,114.3,0.0,6109578.4,15799703.0,0.0,0.0
4278,124236,2016,Chicago,IL,60611,NonResidential,Enclosed Mall,1966,126000.0,128.6,128.6,403.7,403.7,0.0,16199442.4,0.0,0.0,0.0
4279,251249,2016,Chicago,IL,60615,Residential,Multifamily Housing,1918,99693.0,88.3,97.8,122.1,131.5,0.0,1402775.6,7401461.5,0.0,0.0
4280,254343,2016,Chicago,IL,60610,Residential,Multifamily Housing,2004,67154.0,61.6,62.7,115.4,113.8,0.0,1628742.1,2508980.5,0.0,0.0
4281,101787,2016,Chicago,IL,60606,NonResidential,Office,1918,979270.0,92.3,95.3,235.2,238.2,0.0,64759009.4,25649696.1,0.0,0.0
4282,100418,2016,Chicago,IL,60643,Specialty,K-12 School,1921,269480.0,33.9,34.3,90.1,91.4,0.0,7030173.5,2097138.9,0.0,0.0
4283,160369,2016,Chicago,IL,60637,Residential,Multifamily Housing,1975,132000.0,10.2,10.2,32.0,32.0,0.0,1343945.9,0.0,0.0,0.0
4284,160368,2016,Chicago,IL,60610,Residential,Multifamily Housing,1905,257529.0,39.1,41.2,78.6,80.0,0.0,4629753.0,5434619.3,0.0,0.0
4285,115784,2016,Chicago,IL,60626,Residential,Multifamily Housing,1915,51330.0,95.1,99.5,129.8,133.3,0.0,737585.7,4141448.9,0.0,0.0
4286,100470,2016,Chicago,IL,60610,Residential,Multifamily Housing,1930,242000.0,127.8,140.1,203.8,216.7,0.0,8059539.8,22865855.0,0.0,0.0
4287,251920,2016,Chicago,IL,60611,Residential,Multifamily Housing,1924,171333.0,68.0,71.3,146.9,150.3,0.0,6186542.9,5463700.1,0.0,0.0
4288,115231,2016,Chicago,IL,60626,Residential,Multifamily Housing,1922,59296.0,99.7,109.4,130.6,140.8,0.0,734228.3,5177606.2,0.0,0.0
4289,235635,2016,Chicago,IL,60654,Residential,Multifamily Housing,1985,263120.0,195.5,216.8,257.4,277.4,0.0,6559085.5,44890256.1,0.0,0.0
4290,172759,2016,Chicago,IL,60605,Residential,Multifamily Housing,1995,168000.0,24.7,24.6,73.4,72.6,0.0,3820293.6,321753.6,0.0,0.0
4291,244931,2016,Chicago,IL,60606,Residential,Multifamily Housing,1949,574600.0,66.4,69.9,114.2,116.7,0.0,12237004.9,25905299.7,0.0,0.0
4292,158647,2016,Chicago,IL,60610,Residential,Multifamily Housing,1966,188981.0,106.4,112.2,173.4,176.3,0.0,5575535.6,14528703.0,0.0,0.0
4293,172613,2016,Chicago,IL,60614,Residential,Multifamily Housing,1986,54000.0,78.0,78.0,107.5,107.5,0.0,659365.6,3555285.9,0.0,0.0
4294,254347,2016,Chicago,IL,60612,Specialty,College/University,2016,545000.0,102.2,102.2,213.5,213.5,0.0,27694815.0,28013990.2,0.0,0.0
4295,159528,2016,Chicago,IL,60661,Residential,Multifamily Housing,2008,333262.0,97.6,97.3,176.1,174.9,0.0,11733253.8,20804817.8,0.0,0.0
4296,260149,2016,Chicago,IL,60608,NonResidential,Supermarket/Grocery Store,1987,74495.0,254.7,263.8,567.2,574.3,0.0,10683685.1,8289799.8,0.0,0.0
4297,251297,2016,Chicago,IL,60622,NonResidential,Medical Office,1991,71110.0,142.5,152.0,275.5,283.1,0.0,4280275.5,5855602.6,0.0,0.0
4298,250040,2016,Chicago,IL,60655,Specialty,K-12 School,1997,192250.0,100.0,104.8,226.8,229.4,0.0,11201466.3,8020492.1,0.0,0.0
4299,253958,2016,Chicago,IL,60605,Residential,Multifamily Housing,1915,82500.0,51.1,55.1,87.2,91.4,0.0,1324354.2,2889729.2,0.0,0.0
4300,159981,2016,Chicago,IL,60649,Residential,Multifamily Housing,1968,334983.0,106.9,116.6,164.0,174.2,0.0,8296291.6,27520191.8,0.0,0.0
4301,251789,2016,Chicago,IL,60647,Specialty,K-12 School,1907,137844.0,74.0,83.2,97.0,106.6,0.0,1270171.6,8930974.4,0.0,0.0
4302,105788,2016,Chicago,IL,60613,Residential,Multifamily Housing,1934,74758.0,102.4,105.6,142.8,144.3,0.0,1261580.2,6397223.8,0.0,0.0
4303,244102,2016,Chicago,IL,60607,Residential,Multifamily Housing,1986,991722.0,50.9,54.4,105.2,108.8,0.0,24537476.5,25936663.6,0.0,0.0
4304,127778,2016,Chicago,IL,60645,Residential,Multifamily Housing,1960,51524.0,68.7,72.5,98.5,101.3,0.0,652210.6,2885300.1,0.0,0.0
4305,117309,2016,Chicago,IL,60618,Residential,Senior Care Community,1995,63595.0,94.5,102.2,154.1,159.4,0.0,1669119.7,4340500.1,0.0,0.0
4306,101950,2016,Chicago,IL,60604,NonResidential,Office,1910,529401.0,87.5,94.1,169.9,176.9,0.0,19762791.9,26584172.7,0.0,0.0
4307,244758,2016,Chicago,IL,60614,Residential,Multifamily Housing,1972,355628.0,91.3,98.6,154.6,162.2,0.0,9985746.9,22488468.3,0.0,0.0
4308,159103,2016,Chicago,IL,60610,Residential,Multifamily Housing,2000,199575.0,103.9,111.5,173.4,178.5,0.0,6140555.9,14587002.4,0.0,0.0
4309,174165,2016,Chicago,IL,60615,Residential,Multifamily Housing,1990,83819.0,88.9,98.3,133.9,144.5,0.0,1624726.2,5827167.0,0.0,0.0
4310,133957,2016,Chicago,IL,60661,Residential,Multifamily Housing,1918,120000.0,53.2,55.0,102.3,102.4,0.0,2667723.7,3719073.3,0.0,0.0
4311,158453,2016,Chicago,IL,60605,Specialty,Residence Hall/Dormitory,2007,210390.0,68.3,71.1,140.3,141.0,0.0,6904878.0,7456400.0,0.0,0.0
4312,251772,2016,Chicago,IL,60634,NonResidential,Supermarket/Grocery Store,1989,57498.0,231.9,234.7,583.2,581.0,0.0,9347153.5,3986000.1,0.0,0.0
4313,118349,2016,Chicago,IL,60604,NonResidential,Office,1990,99051.0,99.6,99.6,312.8,312.8,0.0,9867309.5,0.0,0.0,0.0
4314,174289,2016,Chicago,IL,60642,NonResidential,Office,1905,151000.0,63.0,65.0,189.3,194.4,0.0,8892480.6,627971.6,0.0,0.0
4315,173914,2016,Chicago,IL,60646,NonResidential,Strip Mall,1990,113303.0,57.7,58.5,137.3,138.1,0.0,4159460.0,2374882.4,0.0,0.0
4316,102643,2016,Chicago,IL,60630,Residential,Senior Care Community,2004,60000.0,108.1,115.0,171.1,177.5,0.0,1652987.8,4834400.3,0.0,0.0
4317,117390,2016,Chicago,IL,60612,Residential,Multifamily Housing,1978,131000.0,59.8,60.9,103.2,101.2,0.0,2532402.8,5304055.0,0.0,0.0
4318,251337,2016,Chicago,IL,60614,Specialty,College/University,2013,163000.0,69.6,72.4,134.4,137.3,0.0,4780993.3,6569988.7,0.0,0.0
4319,253905,2016,Chicago,IL,60657,Residential,Multifamily Housing,1933,56500.0,62.6,67.0,101.1,105.7,0.0,956035.6,2581005.6,0.0,0.0
4320,156373,2016,Chicago,IL,60654,NonResidential,Office,1907,60892.0,51.4,53.7,117.5,119.4,0.0,1852679.2,1274633.3,0.0,0.0
4321,120083,2016,Chicago,IL,60608,NonResidential,Retail Store,2006,139085.0,68.5,69.9,181.1,180.9,0.0,7263025.5,2269800.1,0.0,0.0
4322,175817,2016,Chicago,IL,60651,NonResidential,Other - Mall,1980,87000.0,59.2,0.0,133.2,0.0,0.0,2954532.7,2197740.7,0.0,0.0
4323,160278,2016,Chicago,IL,60616,Residential,Multifamily Housing,1960,289267.0,115.3,126.5,158.0,168.0,0.0,5105754.3,28255770.0,0.0,0.0
4324,244534,2016,Chicago,IL,60605,Residential,Multifamily Housing,2008,952287.0,65.7,70.5,116.7,120.8,0.0,21756147.1,40770701.9,0.0,0.0
4325,250034,2016,Chicago,IL,60660,Specialty,Other - Recreation,1916,157000.0,49.9,51.2,105.5,104.7,0.0,3984956.7,3853291.0,0.0,0.0
4326,101798,2016,Chicago,IL,60606,NonResidential,Office,1968,976496.0,86.4,91.1,152.6,159.3,0.0,29318275.3,36747346.1,18323633.6,0.0
4327,250121,2016,Chicago,IL,60621,NonResidential,Hospital (General Medical & Surgical),1904,353240.0,266.1,254.2,422.1,407.6,0.0,24115712.3,69869879.2,0.0,0.0
4328,251661,2016,Chicago,IL,60619,Specialty,K-12 School,1908,122945.0,89.5,99.8,128.4,139.2,0.0,2022458.9,8982973.6,0.0,0.0
4329,251698,2016,Chicago,IL,60649,Specialty,K-12 School,1895,143266.0,72.3,80.8,109.8,119.2,0.0,2325375.2,8031900.5,0.0,0.0
4330,251394,2016,Chicago,IL,60638,Specialty,K-12 School,1953,99233.0,51.3,57.7,80.9,87.6,0.0,1281392.0,3809861.2,0.0,0.0
4331,260051,2016,Chicago,IL,60613,Residential,Multifamily Housing,1971,60300.0,115.5,120.5,168.5,168.8,0.0,1364315.5,5599292.7,0.0,0.0
4332,251910,2016,Chicago,IL,60647,Specialty,K-12 School,1894,84715.0,61.2,66.7,121.9,128.2,0.0,2333570.2,2854240.5,0.0,0.0
4333,142710,2016,Chicago,IL,60660,Residential,Multifamily Housing,1925,201600.0,52.5,58.1,59.5,65.5,0.0,423371.2,10151038.6,0.0,0.0
4334,244593,2016,Chicago,IL,60611,Residential,Multifamily Housing,1970,588000.0,58.5,61.4,146.0,152.8,0.0,23773574.0,10650466.8,0.0,0.0
4335,160319,2016,Chicago,IL,60611,Residential,Multifamily Housing,2013,716899.0,49.9,51.7,108.0,109.8,0.0,19062202.5,16699005.8,0.0,0.0
4336,251521,2016,Chicago,IL,60623,Specialty,K-12 School,1905,100260.0,70.3,78.3,129.1,138.7,0.0,2653120.0,4391988.6,0.0,0.0
4337,251929,2016,Chicago,IL,60605,Specialty,College/University,1960,175129.0,97.2,102.9,230.6,236.6,0.0,10767924.0,6256441.6,0.0,0.0
4338,104288,2016,Chicago,IL,60657,Residential,Multifamily Housing,1966,89000.0,70.1,75.4,103.7,109.2,0.0,1279844.6,4963309.5,0.0,0.0
4339,134911,2016,Chicago,IL,60654,NonResidential,Office,1986,53623.0,108.1,115.9,199.6,206.1,0.0,2208464.8,3587362.4,0.0,0.0
4340,158646,2016,Chicago,IL,60614,Residential,Multifamily Housing,2012,993624.0,41.0,43.0,87.4,89.5,0.0,21075872.8,19675937.8,0.0,0.0
4341,252310,2016,Chicago,IL,60640,Residential,Multifamily Housing,1926,75600.0,80.0,87.3,112.4,120.0,0.0,1027010.0,5021340.2,0.0,0.0
4342,251518,2016,Chicago,IL,60647,Specialty,K-12 School,1949,103904.0,69.2,77.5,131.2,143.1,0.0,2912777.7,4273882.9,0.0,0.0
4343,251332,2016,Chicago,IL,60615,Specialty,College/University,1999,117435.0,116.5,120.6,236.7,238.5,0.0,6428866.5,7246464.0,0.0,0.0
4344,101901,2016,Chicago,IL,60601,NonResidential,Hotel,1926,383168.0,181.5,183.6,249.2,251.7,0.0,11236715.7,38042241.6,20261503.9,0.0
4345,119609,2016,Chicago,IL,60612,NonResidential,Office,1901,149585.0,58.9,62.5,128.5,132.3,0.0,4772593.0,4039361.9,0.0,0.0
4346,146019,2016,Chicago,IL,60625,Residential,Multifamily Housing,2011,74813.0,72.1,75.2,131.4,134.7,0.0,1993464.4,3397599.0,0.0,0.0
4347,103664,2016,Chicago,IL,60603,NonResidential,Financial Office,1963,580000.0,82.2,86.0,183.3,187.3,0.0,26932577.6,20737299.8,0.0,0.0
4348,175508,2016,Chicago,IL,60630,NonResidential,Supermarket/Grocery Store,2013,63165.0,310.5,318.6,683.3,687.4,0.0,10797110.2,8813999.8,0.0,0.0
4349,260037,2016,Chicago,IL,60615,Residential,Multifamily Housing,1925,90479.0,60.9,62.0,94.5,97.9,0.0,1321279.9,4187781.1,0.0,0.0
4350,250060,2016,Chicago,IL,60612,Specialty,Other - Recreation,1971,62660.0,121.9,125.8,298.7,297.3,0.0,5120064.3,2515752.9,0.0,0.0
4351,102946,2016,Chicago,IL,60617,Residential,Multifamily Housing,2001,61000.0,95.6,103.0,181.3,187.7,0.0,2360716.1,3471117.8,0.0,0.0
4352,251573,2016,Chicago,IL,60609,Specialty,K-12 School,1898,79511.0,91.2,97.6,165.1,169.0,0.0,2638324.9,4611637.1,0.0,0.0
4353,254151,2016,Chicago,IL,60610,Residential,Multifamily Housing,1976,111150.0,53.0,56.6,136.6,147.0,0.0,4303105.2,1590309.6,0.0,0.0
4354,161053,2016,Chicago,IL,60626,Specialty,Residence Hall/Dormitory,1970,61053.0,68.5,72.1,136.3,138.9,0.0,1880737.4,2303400.1,0.0,0.0
4355,156942,2016,Chicago,IL,60637,Specialty,Residence Hall/Dormitory,1931,201402.0,71.1,77.6,122.0,130.4,10512405.8,3800592.7,0.0,0.0,0.0
4356,175229,2016,Chicago,IL,60613,Residential,Multifamily Housing,1930,73000.0,40.4,42.0,89.5,93.3,0.0,1642219.5,1309278.6,0.0,0.0
4357,116749,2016,Chicago,IL,60624,Residential,Multifamily Housing,1995,63002.0,125.0,131.8,230.9,235.2,0.0,3006030.3,4866964.0,0.0,0.0
4358,237373,2016,Chicago,IL,60610,Residential,Multifamily Housing,1968,182406.0,257.2,277.0,337.8,355.6,0.0,5915036.4,40994033.8,0.0,0.0
4359,157159,2016,Chicago,IL,60607,NonResidential,Strip Mall,2014,240159.0,87.1,88.5,239.5,240.9,0.0,17016432.2,3895481.7,0.0,0.0
4360,251872,2016,Chicago,IL,60652,Specialty,K-12 School,2012,208200.0,51.0,52.1,160.2,163.5,0.0,10621132.9,0.0,0.0,0.0
4361,111536,2016,Chicago,IL,60657,Residential,Multifamily Housing,1917,88788.0,81.0,90.9,89.0,99.4,0.0,166683.0,7024201.3,0.0,0.0
4362,250150,2016,Chicago,IL,60654,NonResidential,Office,1912,335281.0,126.3,131.3,277.8,283.0,0.0,23291468.7,19068432.4,0.0,0.0
4363,175693,2016,Chicago,IL,60625,Residential,Multifamily Housing,1995,50000.0,42.7,45.0,68.8,70.5,0.0,572237.1,1563316.9,0.0,0.0
4364,251500,2016,Chicago,IL,60607,Specialty,K-12 School,1990,102055.0,58.2,58.8,146.4,143.3,0.0,4166232.8,1773523.0,0.0,0.0
4365,162351,2016,Chicago,IL,60631,Specialty,K-12 School,1962,169870.0,100.3,107.3,157.3,164.7,0.0,4224076.5,12816427.8,0.0,0.0
4366,104735,2016,Chicago,IL,60647,Residential,Multifamily Housing,1920,50000.0,23.9,0.0,30.5,0.0,0.0,129505.9,1063452.3,0.0,0.0
4367,252294,2016,Chicago,IL,60657,Residential,Multifamily Housing,1949,72000.0,94.3,104.7,131.9,142.8,0.0,1133029.7,5654499.9,0.0,0.0
4368,113540,2016,Chicago,IL,60610,Residential,Multifamily Housing,1964,161500.0,51.8,55.2,147.6,157.9,0.0,7208573.3,1151431.7,0.0,0.0
4369,252035,2016,Chicago,IL,60611,Residential,Multifamily Housing,1998,490146.0,59.5,62.2,175.0,182.9,0.0,26377192.8,2797347.2,0.0,0.0
4370,251325,2016,Chicago,IL,60614,Specialty,College/University,2000,68245.0,82.6,90.5,132.8,141.1,0.0,1503774.2,4132002.1,0.0,0.0
4371,254061,2016,Chicago,IL,60649,Residential,Multifamily Housing,1928,82000.0,121.9,134.2,155.0,167.9,0.0,1058907.4,8937307.3,0.0,0.0
4372,113587,2016,Chicago,IL,60610,Residential,Multifamily Housing,1970,142528.0,89.9,95.6,187.2,195.6,0.0,6330945.5,6483806.7,0.0,0.0
4373,254080,2016,Chicago,IL,60611,NonResidential,Hotel,2000,360000.0,85.3,83.5,154.3,155.0,0.0,11459645.6,6951129.7,12279550.9,0.0
4374,251248,2016,Chicago,IL,60661,Residential,Multifamily Housing,2003,876000.0,45.0,48.8,74.5,78.4,0.0,11415900.3,28020133.9,0.0,0.0
4375,188280,2016,Chicago,IL,60615,Residential,Multifamily Housing,1930,148157.0,66.6,70.5,140.8,149.3,0.0,5025200.4,4842400.2,0.0,0.0
4376,251405,2016,Chicago,IL,60624,Specialty,K-12 School,1961,60934.0,90.3,99.5,145.0,154.6,0.0,1461349.0,4042384.5,0.0,0.0
4377,200849,2016,Chicago,IL,60657,Residential,Multifamily Housing,1929,188910.0,81.1,88.1,130.4,137.8,0.0,4097631.2,11215103.6,0.0,0.0
4378,251244,2016,Chicago,IL,60657,Residential,Multifamily Housing,1925,267464.0,75.1,83.3,106.6,115.2,0.0,3552584.6,16537910.5,0.0,0.0
4379,135080,2016,Chicago,IL,60605,Residential,Multifamily Housing,1892,78000.0,56.5,58.7,127.6,130.5,0.0,2546095.8,1861676.9,0.0,0.0
4380,160422,2016,Chicago,IL,60654,NonResidential,Hotel,2010,108228.0,232.4,233.9,560.9,558.2,0.0,16411416.3,8735729.3,0.0,0.0
4381,138605,2016,Chicago,IL,60618,NonResidential,Strip Mall,1977,77385.0,123.5,123.5,262.5,262.5,0.0,4916992.3,4643099.8,0.0,0.0
4382,111000,2016,Chicago,IL,60647,Residential,Multifamily Housing,2007,57000.0,56.4,56.4,84.6,84.6,0.0,690718.5,2524456.7,0.0,0.0
4383,252031,2016,Chicago,IL,60611,NonResidential,Hotel,1987,177137.0,103.3,108.0,185.9,189.5,0.0,6564288.8,11732800.0,0.0,0.0
4384,254389,2016,Chicago,IL,60651,Residential,Multifamily Housing,2015,184000.0,109.2,114.2,215.6,217.5,0.0,8885680.5,11203500.6,0.0,0.0
4385,253996,2016,Chicago,IL,60614,Residential,Multifamily Housing,1916,190335.0,64.1,69.2,83.4,88.8,0.0,1469330.0,10729087.3,0.0,0.0
4386,252045,2016,Chicago,IL,60637,Specialty,Social/Meeting Hall,1912,192035.0,67.6,69.7,126.3,129.0,5785491.6,4717956.6,0.0,2485319.9,0.0
4387,100729,2016,Chicago,IL,60607,NonResidential,Office,1989,744282.0,73.6,73.6,224.6,223.5,0.0,52448206.3,2364135.0,0.0,0.0
4388,106030,2016,Chicago,IL,60657,Residential,Multifamily Housing,1929,67300.0,65.9,72.1,109.0,115.5,0.0,1282059.0,3151564.2,0.0,0.0
4389,100256,2016,Chicago,IL,60632,Specialty,K-12 School,1990,415577.0,79.7,83.6,207.2,214.4,0.0,24562152.1,8563349.0,0.0,0.0
4390,253962,2016,Chicago,IL,60604,Residential,Multifamily Housing,1915,144649.0,37.2,39.0,74.1,75.1,0.0,2427017.0,2951802.0,0.0,0.0
4391,105490,2016,Chicago,IL,60660,Residential,Multifamily Housing,1940,53976.0,76.2,79.0,106.5,107.5,0.0,683966.1,3428686.7,0.0,0.0
4392,113487,2016,Chicago,IL,60610,Residential,Multifamily Housing,1967,106950.0,43.5,45.0,99.1,100.9,0.0,2730715.7,1924160.4,0.0,0.0
4393,251766,2016,Chicago,IL,60660,Residential,Multifamily Housing,1929,74400.0,92.3,97.2,150.3,154.0,0.0,1898536.8,4970758.6,0.0,0.0
4394,251649,2016,Chicago,IL,60620,Specialty,K-12 School,1963,73326.0,88.9,99.1,138.0,148.6,0.0,1563642.5,4957802.4,0.0,0.0
4395,126411,2016,Chicago,IL,60611,NonResidential,Retail Store,1992,51000.0,59.8,60.9,187.8,191.2,0.0,3050624.8,0.0,0.0,0.0
4396,175472,2016,Chicago,IL,60657,Residential,Multifamily Housing,1915,176062.0,62.3,64.3,155.8,157.8,0.0,7606876.6,3368563.2,0.0,0.0
4397,251276,2016,Chicago,IL,60611,NonResidential,Office,1955,95622.0,102.1,104.3,249.4,247.7,0.0,6503057.0,3260992.2,0.0,0.0
4398,174498,2016,Chicago,IL,60661,Residential,Multifamily Housing,2009,135771.0,93.4,98.4,181.9,184.1,0.0,5441798.8,7243765.1,0.0,0.0
4399,159245,2016,Chicago,IL,60610,Residential,Multifamily Housing,1996,207540.0,173.8,168.7,251.4,246.0,0.0,6843356.3,29220202.3,0.0,0.0
4400,252030,2016,Chicago,IL,60611,NonResidential,Hotel,1990,95526.0,167.1,171.2,283.8,285.9,0.0,4953500.7,11010300.3,0.0,0.0
4401,130379,2016,Chicago,IL,60611,NonResidential,Office,1895,57780.0,154.2,157.1,326.3,329.3,0.0,4543692.2,4367066.6,0.0,0.0
4402,252059,2016,Chicago,IL,60637,Specialty,Other - Entertainment/Public Assembly,1916,91970.0,88.5,92.1,177.3,180.2,4462706.1,3388379.1,284040.0,0.0,0.0
4403,111978,2016,Chicago,IL,60657,Residential,Multifamily Housing,1929,78400.0,92.4,101.5,133.3,142.9,0.0,1360828.4,5886161.9,0.0,0.0
4404,254226,2016,Chicago,IL,60657,Residential,Multifamily Housing,1971,60636.0,117.5,123.5,176.4,180.3,0.0,1538013.6,5584600.2,0.0,0.0
4405,175850,2016,Chicago,IL,60642,NonResidential,Supermarket/Grocery Store,2009,120372.0,311.2,321.7,672.4,683.4,0.0,19907948.6,17548973.8,0.0,0.0
4406,158095,2016,Chicago,IL,60631,NonResidential,Office,1969,256010.0,167.8,169.2,282.5,286.9,0.0,13719757.8,0.0,29246991.2,0.0
4407,103634,2016,Chicago,IL,60604,Specialty,College/University,1928,380371.0,81.3,85.4,174.6,176.7,0.0,16251216.1,14654624.9,0.0,0.0
4408,251388,2016,Chicago,IL,60613,Specialty,K-12 School,1978,60718.0,53.0,55.8,164.8,173.6,0.0,3169560.7,49698.9,0.0,0.0
4409,173718,2016,Chicago,IL,60614,Residential,Multifamily Housing,1921,77287.0,97.7,107.0,128.2,137.9,0.0,945782.5,6605300.1,0.0,0.0
4410,172115,2016,Chicago,IL,60611,Residential,Multifamily Housing,1912,111220.0,84.1,91.8,131.1,137.7,0.0,2275264.9,7082477.9,0.0,0.0
4411,103271,2016,Chicago,IL,60640,Residential,Multifamily Housing,1963,130200.0,55.7,59.8,85.7,88.2,0.0,1695630.9,5561424.8,0.0,0.0
4412,251253,2016,Chicago,IL,60607,Residential,Multifamily Housing,2001,125620.0,59.5,62.3,121.1,122.7,0.0,3519362.0,3961152.8,0.0,0.0
4413,172053,2016,Chicago,IL,60620,Specialty,K-12 School,1926,88206.0,73.1,73.1,95.6,95.6,0.0,794480.8,5653200.2,0.0,0.0
4414,103606,2016,Chicago,IL,60606,NonResidential,Office,1973,4518811.0,90.3,90.3,283.0,283.0,0.0,406996666.8,1016321.4,0.0,0.0
4415,118700,2016,Chicago,IL,60609,NonResidential,Retail Store,2005,103699.0,93.5,97.9,218.4,221.1,0.0,5966247.1,3730946.6,0.0,0.0
4416,175264,2016,Chicago,IL,60647,NonResidential,Office,1906,50000.0,63.1,65.8,151.1,151.8,0.0,2028850.9,1126851.6,0.0,0.0
4417,251751,2016,Chicago,IL,60608,Specialty,K-12 School,1977,256400.0,72.5,75.8,154.0,155.2,0.0,9560041.9,9027563.5,0.0,0.0
4418,251965,2016,Chicago,IL,60616,NonResidential,Fitness Center/Health Club/Gym,2008,60303.0,65.6,66.8,185.8,187.1,0.0,3374062.0,578971.8,0.0,0.0
4419,160266,2016,Chicago,IL,60654,Residential,Multifamily Housing,2010,355959.0,45.2,47.3,93.5,94.6,0.0,7839868.4,8264538.7,0.0,0.0
4420,252056,2016,Chicago,IL,60637,NonResidential,Office,1893,102569.0,54.7,57.4,109.1,112.4,3311129.1,2295281.1,0.0,0.0,0.0
4421,102456,2016,Chicago,IL,60637,Specialty,K-12 School,1961,450548.0,128.3,135.8,203.9,213.0,44488677.4,11670108.0,1637710.0,0.0,0.0
4422,159537,2016,Chicago,IL,60611,NonResidential,Hotel,1976,316063.0,110.5,110.4,256.0,252.1,0.0,21155314.4,13780199.7,0.0,0.0
4423,159896,2016,Chicago,IL,60615,Residential,Multifamily Housing,1972,1483727.0,82.4,88.6,131.2,137.7,0.0,31697906.5,90544498.6,0.0,0.0
